utterance,spa_all,spa_1,spa_2,spa_2a,time_stamp,speaker,sentence,lemmas,pos,action,file_id,errors,child
294,,,,,00:00:00,MOT,sit down .,sit down .,v adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
295,,,,,00:00:00,MOT,peekaboo .,peekaboo .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
296,,,,,00:00:00,MOT,Alice where's the doggie ?,Alice where be the dog ?,n_prop pro_int cop det_art n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
297,,,,,00:00:00,MOT,peekaboo .,peekaboo .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
298,,,,,00:00:00,MOT,they fell down because you knocked them down .,they fall down because you knock them down .,pro_sub v adv conj pro_per v pro_obj adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
299,,,,,00:00:00,MOT,sit down .,sit down .,v adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
300,,,,,00:00:00,CHI,sit .,sit .,v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
301,,,,,00:00:00,MOT,sit .,sit .,v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
302,,,,,00:00:00,MOT,sit .,sit .,v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
303,,,,,00:00:00,CHI,all_gone .,all_gone .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
304,,,,,00:00:00,MOT,all_gone !,all_gone !,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
305,,,,,00:00:00,MOT,what do you want ?,what do you want ?,pro_int mod pro_per v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
306,,,,,00:00:00,MOT,Alice look down there .,Alice look down there .,n_prop v prep n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
307,,,,,00:00:00,MOT,tell me what you want .,tell me what you want .,v pro_obj pro_int pro_per v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
308,,,,,00:00:00,MOT,you're gonna fly ?,you be go to fly ?,pro_per aux part inf v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
309,,,,,00:00:00,MOT,well climb up .,well climb up .,co v adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
310,,,,,00:00:00,MOT,here I'll more these over .,here I will more these over .,adv pro_sub mod adv pro_dem adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
311,,,,,00:00:00,MOT,climb up .,climb up .,v adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
312,,,,,00:00:00,MOT,,,,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
313,,,,,00:00:00,MOT,that's good .,that be good .,pro_dem cop adj,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
314,,,,,00:00:00,MOT,that's good .,that be good .,pro_dem cop adj,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
315,,,,,00:00:00,MOT,there she is .,there she be .,adv pro_sub cop,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
316,,,,,00:00:00,MOT,on mommy's .,on mommy .,prep adj,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
317,,,,,00:00:00,MOT,lap .,lap .,n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
318,,,,,00:00:00,MOT,no you're not leaving .,no you be not leave .,co pro_per aux neg part,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
319,,,,,00:00:00,MOT,you've got to stay close .,you have get to stay close .,pro_per aux part inf v adj,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
320,,,,,00:00:00,MOT,why don't we call daddy .,why do not we call daddy .,pro_int mod neg pro_sub n n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
321,,,,,00:00:00,MOT,let's call him right now .,let us call him right now .,v pro_obj v pro_obj adv adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
322,,,,,00:00:00,MOT,what ?,what ?,pro_int,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
323,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
324,,,,,00:00:00,MOT,hello let's talk to daddy .,hello let us talk to daddy .,co v pro_obj v prep n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
325,,,,,00:00:00,MOT,oh yes Alexis is here .,oh yes Alexis be here .,co co n_prop cop adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
326,,,,,00:00:00,MOT,tell daddy what you're doing .,tell daddy what you be do .,v n pro_int pro_per aux part,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
327,,,,,00:00:00,MOT,wait a second .,wait a second .,v det_art n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
328,,,,,00:00:00,MOT,I'll put everything on here so you won't hafta get down for anything .,I will put everything on here so you will not have to get down for anything .,pro_sub mod v pro_indef prep n conj pro_per mod neg mod inf v adv prep pro_indef,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
329,,,,,00:00:00,MOT,what ?,what ?,pro_int,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
330,,,,,00:00:00,MOT,here .,here .,adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
331,,,,,00:00:00,MOT,ya want the doghouse ?,you want the doghouse ?,pro_per v det_art n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
332,,,,,00:00:00,MOT,look .,look .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
333,,,,,00:00:00,CHI,a mommy .,a mommy .,det_art n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
334,,,,,00:00:00,MOT,oh !,oh !,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
335,,,,,00:00:00,MOT,oh what's in there ?,oh what be in there ?,co pro_int cop prep n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
336,,,,,00:00:00,CHI,,,,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
337,,,,,00:00:00,MOT,well I don't know .,well I do not know .,co pro_sub mod neg v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
338,,,,,00:00:00,MOT,you look .,you look .,pro_per v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
339,,,,,00:00:00,MOT,don't throw it down .,do not throw it down .,mod neg v pro_per adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
340,,,,,00:00:00,MOT,look Alice .,look Alice .,v n_prop,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
341,,,,,00:00:00,MOT,look .,look .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
342,,,,,00:00:00,MOT,pretend ah what's in there ?,pretend ah what be in there ?,adj co pro_int cop prep n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
343,,,,,00:00:00,CHI,,,,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
344,,,,,00:00:00,MOT,I don't know .,I do not know .,pro_sub mod neg v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
345,,,,,00:00:00,MOT,you find out .,you find out .,pro_per v adv,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
346,,,,,00:00:00,MOT,ah Oh it's so good to eat .,ah Oh it be so good to eat .,co n_prop pro_per cop adv adj inf v,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
347,,,,,00:00:00,MOT,yum yum yum .,yum yum yum .,n n n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
348,,,,,00:00:00,MOT,eat it and go yum yum yum .,eat it and go yum yum yum .,v pro_per coord v n n n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
349,,,,,00:00:00,MOT,okay what else is in there ?,okay what else be in there ?,co pro_int post aux prep n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
350,,,,,00:00:00,CHI,,,,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
351,,,,,00:00:00,MOT,a sassy is in there ?,a sassy be in there ?,det_art fam aux prep n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
352,,,,,00:00:00,MOT,oh .,oh .,co,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
353,,,,,00:00:00,MOT,shoes .,shoe .,n,,formatted/Bernstein/Alice/010300.json,u9 u34 u121 u151 u151 u151 u151 u151 u217 u219 u233 u233 u237 u237 u242 u242 u252 u252 u281 u300 u312 u336 u336 u343 u343 u350 u350 u360 u360 u360 u360 u387 u413 u413 u414 u415 u416 u422 u425 u434 u442 u449 u453 u453 u455 u455 u467 u470 u471 u478 u481 u482 u487 u491 u491 u492,alice
