utterance,spa_all,spa_1,spa_2,spa_2a,time_stamp,speaker,sentence,lemmas,pos,action,file_id,errors,child
43,,,,,00:00:00,CHI,hm ?,hm ?,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
44,,,,,00:00:00,MOT,look at this .,look at this .,v prep pro_dem,,formatted/Bates/Free28/frank28.json,u27 u81,frank
45,,,,,00:00:00,MOT,here's a table .,here be a table .,pro_exist cop det_art n,,formatted/Bates/Free28/frank28.json,u27 u81,frank
46,,,,,00:00:00,CHI,huh ?,huh ?,co,<aft> nods,formatted/Bates/Free28/frank28.json,u27 u81,frank
47,,,,,00:00:00,MOT,two chairs and some people ?,two chair and some person ?,det_num n coord qn n,<1w> points to two benches,formatted/Bates/Free28/frank28.json,u27 u81,frank
48,,,,,00:00:00,MOT,what do they say ?,what do they say ?,pro_int mod pro_sub v,,formatted/Bates/Free28/frank28.json,u27 u81,frank
49,,,,,00:00:00,CHI,huh .,huh .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
50,,,,,00:00:00,MOT,what do they say ?,what do they say ?,pro_int mod pro_sub v,,formatted/Bates/Free28/frank28.json,u27 u81,frank
51,,,,,00:00:00,CHI,eat .,eat .,v,,formatted/Bates/Free28/frank28.json,u27 u81,frank
52,,,,,00:00:00,MOT,yeah .,yeah .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
53,,,,,00:00:00,CHI,hat ?,hat ?,n,points to man in bench,formatted/Bates/Free28/frank28.json,u27 u81,frank
54,,,,,00:00:00,MOT,well he should take his hat off but it won't come off .,well he should take his hat off but it will not come off .,co pro_sub mod v det_poss n adv conj pro_per mod neg v adv,,formatted/Bates/Free28/frank28.json,u27 u81,frank
55,,,,,00:00:00,CHI,come off .,come off .,v adv,,formatted/Bates/Free28/frank28.json,u27 u81,frank
56,,,,,00:00:00,MOT,no won't come off .,no will not come off .,co mod neg v adv,,formatted/Bates/Free28/frank28.json,u27 u81,frank
57,,,,,00:00:00,MOT,how's that ?,how be that ?,pro_int cop pro_dem,,formatted/Bates/Free28/frank28.json,u27 u81,frank
58,,,,,00:00:00,CHI,yeah .,yeah .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
59,,,,,00:00:00,MOT,yeah .,yeah .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
60,,,,,00:00:00,CHI,eatin eatin .,eat eat .,part part,,formatted/Bates/Free28/frank28.json,u27 u81,frank
61,,,,,00:00:00,MOT,yeah .,yeah .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
62,,,,,00:00:00,CHI,all done .,all do .,post part,,formatted/Bates/Free28/frank28.json,u27 u81,frank
63,,,,,00:00:00,MOT,are they ?,be they ?,cop pro_sub,,formatted/Bates/Free28/frank28.json,u27 u81,frank
64,,,,,00:00:00,CHI,yeah .,yeah .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
65,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
66,,,,,00:00:00,CHI,dump em out .,dump them out .,v pro_obj adv,,formatted/Bates/Free28/frank28.json,u27 u81,frank
67,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
68,,,,,00:00:00,MOT,here's the car .,here be the car .,pro_exist cop det_art n,,formatted/Bates/Free28/frank28.json,u27 u81,frank
69,,,,,00:00:00,CHI,xxx,,,,formatted/Bates/Free28/frank28.json,u27 u81,frank
70,,,,,00:00:00,MOT,well .,well .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
71,,,,,00:00:00,CHI,oh .,oh .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
72,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bates/Free28/frank28.json,u27 u81,frank
73,,,,,00:00:00,CHI,huh .,huh .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
74,,,,,00:00:00,MOT,what's that ?,what be that ?,pro_int cop pro_dem,,formatted/Bates/Free28/frank28.json,u27 u81,frank
75,,,,,00:00:00,CHI,cowboy !,cowboy !,n,,formatted/Bates/Free28/frank28.json,u27 u81,frank
76,,,,,00:00:00,MOT,right !,right !,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
77,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bates/Free28/frank28.json,u27 u81,frank
78,,,,,00:00:00,CHI,chicken !,chicken !,n,,formatted/Bates/Free28/frank28.json,u27 u81,frank
79,,,,,00:00:00,MOT,yeah !,yeah !,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
80,,,,,00:00:00,MOT,hm .,hm .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
81,,,,,00:00:00,CHI,,,,,formatted/Bates/Free28/frank28.json,u27 u81,frank
82,,,,,00:00:00,MOT,xxx,,,,formatted/Bates/Free28/frank28.json,u27 u81,frank
83,,,,,00:00:00,MOT,what's this ?,what be this ?,pro_int cop pro_dem,,formatted/Bates/Free28/frank28.json,u27 u81,frank
84,,,,,00:00:00,CHI,banging .,bang .,part,,formatted/Bates/Free28/frank28.json,u27 u81,frank
85,,,,,00:00:00,MOT,what is it ?,what be it ?,pro_int cop pro_per,,formatted/Bates/Free28/frank28.json,u27 u81,frank
86,,,,,00:00:00,CHI,sack .,sack .,n,,formatted/Bates/Free28/frank28.json,u27 u81,frank
87,,,,,00:00:00,MOT,it's a ladder .,it be a ladder .,pro_per cop det_art n,,formatted/Bates/Free28/frank28.json,u27 u81,frank
88,,,,,00:00:00,CHI,ladder ?,ladder ?,n,,formatted/Bates/Free28/frank28.json,u27 u81,frank
89,,,,,00:00:00,MOT,uhhuh .,uhhuh .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
90,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free28/frank28.json,u27 u81,frank
91,,,,,00:00:00,MOT,whoa .,whoa .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
92,,,,,00:00:00,MOT,here .,here .,adv,,formatted/Bates/Free28/frank28.json,u27 u81,frank
93,,,,,00:00:00,MOT,set that by the table .,set that by the table .,v pro_dem prep det_art n,,formatted/Bates/Free28/frank28.json,u27 u81,frank
94,,,,,00:00:00,MOT,no you can't walk up that ladder you're too big .,no you can not walk up that ladder you be too big .,co pro_per mod neg v adv det_dem n pro_per cop adv adj,,formatted/Bates/Free28/frank28.json,u27 u81,frank
95,,,,,00:00:00,CHI,huh ?,huh ?,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
96,,,,,00:00:00,MOT,you're too big for that ladder .,you be too big for that ladder .,pro_per cop adv adj prep det_dem n,,formatted/Bates/Free28/frank28.json,u27 u81,frank
97,,,,,00:00:00,CHI,oh .,oh .,co,,formatted/Bates/Free28/frank28.json,u27 u81,frank
98,,,,,00:00:00,MOT,can she walk up the ladder ?,can she walk up the ladder ?,mod pro_sub v prep det_art n,,formatted/Bates/Free28/frank28.json,u27 u81,frank
0,,,,,00:00:00,MOT,let's build a tower !,let us build a tower !,v pro_obj v det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
1,,,,,00:00:00,CHI,yes !,yes !,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
2,,,,,00:00:00,MOT,ah !,ah !,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
3,,,,,00:00:00,CHI,ah !,ah !,co,turns toward Mother and looks up,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
4,,,,,00:00:00,CHI,yyy ., .,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
5,,,,,00:00:00,MOT,what ?,what ?,pro_int,looks at Sue's hands,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
6,,,,,00:00:00,CHI,,,,shakes head,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
7,,,,,00:00:00,MOT,don't you wanna do a tower ?,do not you want to do a tower ?,mod neg pro_per v inf v det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
8,,,,,00:00:00,CHI,no .,no .,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
9,,,,,00:00:00,MOT,well how bout if we play house then ?,well how about if we play house then ?,n pro_rel adv conj pro_sub n n adv_tem,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
10,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
11,,,,,00:00:00,MOT,wan a play house ?,want to play house ?,v inf v n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
12,,,,,00:00:00,MOT,and find the dog and people .,and find the dog and person .,coord v det_art n coord n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
13,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
14,,,,,00:00:00,MOT,look it .,look it .,v pro_per,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
15,,,,,00:00:00,CHI,ah !,ah !,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
16,,,,,00:00:00,MOT,look how they go !,look how they go !,v pro_int pro_sub v,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
17,,,,,00:00:00,MOT,oops !,oops !,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
18,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
19,,,,,00:00:00,MOT,look it .,look it .,v pro_per,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
20,,,,,00:00:00,MOT,let me show you .,let me show you .,v pro_obj v pro_per,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
21,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
22,,,,,00:00:00,MOT,oh you're not going to do that ?,oh you be not go to do that ?,co pro_per aux neg part inf v pro_dem,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
23,,,,,00:00:00,CHI,uhuh .,uhuh .,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
24,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
25,,,,,00:00:00,CHI,there !,there !,adv,smiles at Mother,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
26,,,,,00:00:00,MOT,stack em in there ?,stack them in there ?,v pro_obj prep n,nods,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
27,,,,,00:00:00,CHI,huh .,uhhuh .,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
28,,,,,00:00:00,MOT,uhhuh .,uhhuh .,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
29,,,,,00:00:00,CHI,yyy,,,shakes head . looks around,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
30,,,,,00:00:00,MOT,oh .,oh .,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
31,,,,,00:00:00,CHI,yyy,,,<aft> smiles at dollhouse,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
32,,,,,00:00:00,MOT,what ?,what ?,pro_int,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
33,,,,,00:00:00,MOT,see the dog ?,see the dog ?,v det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
34,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
35,,,,,00:00:00,CHI,yyy,,,looks inside dollhouse,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
36,,,,,00:00:00,MOT,kay why don't you get the dog out and we'll give him a ride in the car .,okay why do not you get the dog out and we will give him a ride in the car .,co pro_int mod neg pro_per v det_art n adv coord pro_sub mod v pro_obj det_art n prep det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
37,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
38,,,,,00:00:00,MOT,hm ?,hm ?,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
39,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
40,,,,,00:00:00,MOT,should we play with the people ?,should we play with the person ?,mod pro_sub v prep det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
41,,,,,00:00:00,CHI,nah .,nah .,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
42,,,,,00:00:00,MOT,how come ?,how come ?,pro_int v,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
43,,,,,00:00:00,CHI,nah .,nah .,co,"looks at floor , searching",formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
44,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
45,,,,,00:00:00,MOT,get the people and let's give the people a ride okay ?,get the person and let us give the person a ride okay ?,v det_art n coord v pro_obj v det_art n det_art n adj,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
46,,,,,00:00:00,CHI,kay .,okay .,co,looks inside dollhouse,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
47,,,,,00:00:00,MOT,okay .,okay .,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
48,,,,,00:00:00,CHI,dog !,dog !,v,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
49,,,,,00:00:00,MOT,there's the dog !,there be the dog !,pro_exist cop det_art n,points to car,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
50,,,,,00:00:00,MOT,put him in the car .,put him in the car .,v pro_obj prep det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
51,,,,,00:00:00,MOT,let's take him for a ride .,let us take him for a ride .,v pro_obj v pro_obj prep det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
52,,,,,00:00:00,CHI,,,,looks inside dollhouse,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
53,,,,,00:00:00,MOT,can you find the car ?,can you find the car ?,mod pro_per v det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
54,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
55,,,,,00:00:00,MOT,huh ?,huh ?,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
56,,,,,00:00:00,MOT,where is the car ?,where be the car ?,pro_int cop det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
57,,,,,00:00:00,CHI,car ?,car ?,n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
58,,,,,00:00:00,MOT,yeah the car .,yeah the car .,co det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
59,,,,,00:00:00,CHI,car .,car .,n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
60,,,,,00:00:00,MOT,okay good .,okay good .,co adj,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
61,,,,,00:00:00,MOT,why don't you find some people .,why do not you find some person .,pro_int mod neg pro_per v qn n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
62,,,,,00:00:00,MOT,let's stick em in the thing .,let us stick them in the thing .,v pro_obj v pro_obj prep det_art n,<1w> points to holes in car,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
63,,,,,00:00:00,CHI,look !,look !,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
64,,,,,00:00:00,MOT,kay .,okay .,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
65,,,,,00:00:00,MOT,is that a girl ?,be that a girl ?,cop comp det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
66,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
67,,,,,00:00:00,MOT,there's one ...,there be one ...,pro_exist cop pro_indef,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
68,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
69,,,,,00:00:00,MOT,two ...,two ...,det_num,points to hole in car,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
70,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
71,,,,,00:00:00,CHI,boy !,boy !,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
72,,,,,00:00:00,MOT,three ...,three ...,det_num,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
73,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
74,,,,,00:00:00,MOT,oops !,oops !,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
75,,,,,00:00:00,MOT,there's the dad .,there be the dad .,pro_exist cop det_art n,<aft> points to last hole,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
76,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
77,,,,,00:00:00,MOT,four ...,four ...,det_num,points again,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
78,,,,,00:00:00,MOT,okay can you give them a ride ?,okay can you give them a ride ?,co mod pro_per v pro_obj det_art n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
79,,,,,00:00:00,CHI,uh_uhhh .,uh_uhhh .,on,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
80,,,,,00:00:00,MOT,beep !,beep !,on,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
81,,,,,00:00:00,MOT,beep !,beep !,on,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
82,,,,,00:00:00,CHI,bee_beep !,bee_beep !,on,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
83,,,,,00:00:00,MOT,beep_beep foot !,beep_beep foot !,on n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
84,,,,,00:00:00,CHI,beep_beep !,beep_beep !,on,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
85,,,,,00:00:00,MOT,beep_beep foot !,beep_beep foot !,on n,points to Sue's foot,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
86,,,,,00:00:00,CHI,yyy,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
87,,,,,00:00:00,MOT,take em around the house .,take them around the house .,v pro_obj prep det_art n,points in circular motion to house,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
88,,,,,00:00:00,MOT,uhoh !,uhoh !,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
89,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
90,,,,,00:00:00,MOT,oh ah !,oh ah !,co co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
91,,,,,00:00:00,MOT,poor people !,poor person !,adj n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
92,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
93,,,,,00:00:00,MOT,stick em on your fingers ?,stick them on your finger ?,v pro_obj prep det_poss n,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
94,,,,,00:00:00,CHI,xxx,,,has amazed look . smiles at Mother,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
95,,,,,00:00:00,MOT,stick em on your fingers ?,stick them on your finger ?,v pro_obj prep det_poss n,mock amazed look . nods,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
96,,,,,00:00:00,CHI,,,,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
97,,,,,00:00:00,MOT,yeah !,yeah !,co,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
98,,,,,00:00:00,MOT,look it .,look it .,v pro_per,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
99,,,,,00:00:00,CHI,ahahah !,ahahah !,uni,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
100,,,,,00:00:00,MOT,can you do that ?,can you do that ?,mod pro_per v pro_dem,,formatted/Bates/Free20/sue.json,u6 u13 u34 u44 u57 u92 u96 u124 u149 u162 u166 u168 u172 u175 u177 u179,sue
